HmaxDs = 2.000000
HmaxUB_percent = 1.071598
HmaxUB_real = 7783.777109
FTnetDs = 2.000000
FTnetUB_percent = 1.821676
FTnetUB_real = 35385.691965
TIFgap = 0.000000
LimCIPF = 124.5915398
SCIP version 1.1.0 [precision: 8 byte] [memory: block] [mode: optimized] [LP solver: Clp 1.8.2]
Copyright (c) 2002-2008 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)

reading user parameter file </home/fabio/docs/hierarquia/models/scip.set>

read problem <data.N30.I1.s1.cluster3.T7.GL1.W1.TIFgap0.0.mps.gz>
============

original problem has 530 variables (273 bin, 0 int, 0 impl, 257 cont) and 196 constraints

solve problem
=============

presolving:
(round 1) 3 del vars, 3 del conss, 4 chg bounds, 0 chg sides, 42 chg coeffs, 0 upgd conss, 0 impls, 42 clqs
(round 2) 5 del vars, 3 del conss, 4 chg bounds, 1 chg sides, 42 chg coeffs, 0 upgd conss, 0 impls, 42 clqs
(round 3) 5 del vars, 3 del conss, 4 chg bounds, 3 chg sides, 42 chg coeffs, 0 upgd conss, 0 impls, 42 clqs
(round 4) 5 del vars, 4 del conss, 4 chg bounds, 3 chg sides, 42 chg coeffs, 43 upgd conss, 0 impls, 42 clqs
   (0.0s) probing: 101/273 (37.0%) - 0 fixings, 0 aggregations, 0 implications, 0 bound changes
   (0.0s) probing aborted: 100/100 successive totally useless probings
presolving (5 rounds):
 5 deleted vars, 4 deleted constraints, 4 tightened bounds, 0 added holes, 3 changed sides, 42 changed coefficients
 0 implications, 42 cliques
presolved problem has 525 variables (273 bin, 0 int, 0 impl, 252 cont) and 192 constraints
      1 constraints of type <knapsack>
     42 constraints of type <setppc>
    149 constraints of type <linear>
Presolving Time: 0.03

 time | node  | left  |LP iter| mem |mdpt |frac |vars |cons |ccons|cols |rows |cuts |confs|strbr|  dualbound   | primalbound  |  gap   
  7.1s|     1 |     2 |  3322 |1832k|   0 |  81 | 525 | 192 | 192 | 525 | 385 | 193 |   0 |  28 | 1.223974e+04 |      --      |    Inf 
 28.8s|   100 |    69 | 22189 |1948k|  17 |   - | 525 | 203 | 131 |   0 |   0 | 193 |  11 | 977 | 1.224723e+04 |      --      |    Inf 
 33.6s|   200 |   116 | 36621 |2028k|  22 |  47 | 525 | 235 | 199 | 525 | 305 | 193 |  43 |1043 | 1.224956e+04 |      --      |    Inf 
 37.9s|   300 |   154 | 50663 |2117k|  22 |  54 | 525 | 281 | 229 | 525 | 305 | 193 |  91 |1097 | 1.224956e+04 |      --      |    Inf 
 time | node  | left  |LP iter| mem |mdpt |frac |vars |cons |ccons|cols |rows |cuts |confs|strbr|  dualbound   | primalbound  |  gap   
 40.8s|   400 |   199 | 63247 |2206k|  22 |  29 | 525 | 331 | 168 | 525 | 305 | 193 | 141 |1118 | 1.224995e+04 |      --      |    Inf 
 43.7s|   500 |   233 | 76252 |2285k|  25 |   - | 525 | 392 | 184 |   0 |   0 | 193 | 202 |1132 | 1.224995e+04 |      --      |    Inf 
 47.0s|   600 |   275 | 91249 |2330k|  27 |  49 | 525 | 416 | 272 | 525 | 305 | 193 | 226 |1145 | 1.225003e+04 |      --      |    Inf 
 49.2s|   700 |   299 | 99417 |2381k|  38 |  25 | 525 | 476 | 192 | 525 | 305 | 193 | 286 |1173 | 1.225003e+04 |      --      |    Inf 
 53.0s|   800 |   329 |114531 |2466k|  38 |   - | 525 | 509 | 159 |   0 |   0 | 193 | 319 |1232 | 1.225003e+04 |      --      |    Inf 
 55.8s|   900 |   356 |125502 |2533k|  38 |   - | 525 | 576 |  69 |   0 |   0 | 193 | 386 |1261 | 1.225003e+04 |      --      |    Inf 
 58.1s|  1000 |   396 |135401 |2580k|  38 |  48 | 525 | 619 | 331 | 525 | 305 | 193 | 430 |1283 | 1.225003e+04 |      --      |    Inf 
 60.1s|  1100 |   420 |145678 |2652k|  38 |   - | 525 | 671 | 177 |   0 |   0 | 193 | 482 |1286 | 1.225003e+04 |      --      |    Inf 
 63.1s|  1200 |   443 |160927 |2703k|  38 |   - | 525 | 708 | 114 | 525 | 305 | 193 | 519 |1292 | 1.225003e+04 |      --      |    Inf 
 66.8s|  1300 |   469 |172718 |2732k|  38 |  47 | 525 | 764 | 345 | 525 | 305 | 193 | 575 |1320 | 1.225003e+04 |      --      |    Inf 
 70.0s|  1400 |   489 |186446 |2786k|  38 |  39 | 525 | 824 | 322 | 525 | 305 | 193 | 635 |1355 | 1.225003e+04 |      --      |    Inf 
 72.9s|  1500 |   517 |197868 |2849k|  38 |  51 | 525 | 883 | 527 | 525 | 305 | 193 | 694 |1395 | 1.225003e+04 |      --      |    Inf 
 75.4s|  1600 |   544 |208027 |2940k|  38 |  63 | 525 | 944 | 589 | 525 | 305 | 193 | 755 |1419 | 1.225003e+04 |      --      |    Inf 
 77.8s|  1700 |   575 |218446 |3017k|  38 |   - | 525 | 987 | 144 |   0 |   0 | 193 | 798 |1434 | 1.225003e+04 |      --      |    Inf 
 80.4s|  1800 |   610 |229845 |3092k|  38 |  64 | 525 |1036 | 709 | 525 | 305 | 193 | 847 |1440 | 1.225003e+04 |      --      |    Inf 
 time | node  | left  |LP iter| mem |mdpt |frac |vars |cons |ccons|cols |rows |cuts |confs|strbr|  dualbound   | primalbound  |  gap   
 82.5s|  1900 |   644 |239773 |3163k|  38 |  19 | 525 |1080 | 167 | 525 | 305 | 193 | 891 |1446 | 1.225021e+04 |      --      |    Inf 
 85.8s|  2000 |   655 |253865 |3226k|  38 |   - | 525 |1128 | 184 | 525 | 305 | 193 | 939 |1453 | 1.225021e+04 |      --      |    Inf 
 88.5s|  2100 |   682 |264814 |3301k|  38 |  33 | 525 |1178 | 474 | 525 | 305 | 193 | 989 |1486 | 1.225021e+04 |      --      |    Inf 
 91.2s|  2200 |   712 |275022 |3387k|  38 |   - | 525 |1231 | 398 | 525 | 305 | 193 |1043 |1515 | 1.225021e+04 |      --      |    Inf 
 94.2s|  2300 |   741 |286233 |3437k|  38 |  48 | 525 |1281 | 694 | 525 | 305 | 193 |1094 |1544 | 1.225021e+04 |      --      |    Inf 
 97.3s|  2400 |   760 |298759 |3490k|  38 |  25 | 525 |1316 | 261 | 525 | 305 | 193 |1130 |1579 | 1.225024e+04 |      --      |    Inf 
  101s|  2500 |   786 |311218 |3564k|  38 |   - | 525 |1359 | 339 |   0 |   0 | 193 |1174 |1596 | 1.225056e+04 |      --      |    Inf 
  103s|  2600 |   819 |321565 |3644k|  38 |  65 | 525 |1391 | 834 | 525 | 305 | 193 |1209 |1600 | 1.225056e+04 |      --      |    Inf 
  106s|  2700 |   853 |335229 |3719k|  38 |  15 | 525 |1431 | 258 | 525 | 305 | 193 |1253 |1603 | 1.225112e+04 |      --      |    Inf 
  108s|  2800 |   887 |347742 |3798k|  38 |  58 | 525 |1465 |1118 | 525 | 305 | 193 |1294 |1604 | 1.225112e+04 |      --      |    Inf 
  111s|  2900 |   917 |356995 |3852k|  38 |   - | 525 |1515 | 359 | 525 | 305 | 193 |1351 |1627 | 1.225116e+04 |      --      |    Inf 
  114s|  3000 |   944 |369985 |3905k|  38 |  51 | 525 |1546 |1145 | 525 | 305 | 193 |1395 |1665 | 1.225124e+04 |      --      |    Inf 
  116s|  3100 |   992 |378748 |3992k|  38 |  16 | 525 |1573 | 291 | 525 | 305 | 193 |1438 |1675 | 1.225124e+04 |      --      |    Inf 
  120s|  3200 |  1029 |391619 |4084k|  38 |   - | 525 |1589 | 750 | 525 | 305 | 193 |1460 |1711 | 1.225149e+04 |      --      |    Inf 
  122s|  3300 |  1067 |400996 |4169k|  38 |  34 | 525 |1621 | 511 | 525 | 305 | 193 |1501 |1738 | 1.225170e+04 |      --      |    Inf 
 time | node  | left  |LP iter| mem |mdpt |frac |vars |cons |ccons|cols |rows |cuts |confs|strbr|  dualbound   | primalbound  |  gap   
  124s|  3400 |  1099 |411807 |4256k|  38 |  17 | 525 |1644 | 480 | 525 | 305 | 193 |1538 |1746 | 1.225189e+04 |      --      |    Inf 
  128s|  3500 |  1132 |426473 |4320k|  38 |   - | 525 |1673 | 136 |   0 |   0 | 193 |1579 |1755 | 1.225189e+04 |      --      |    Inf 
  130s|  3600 |  1169 |436255 |4382k|  38 |   - | 525 |1721 | 708 | 525 | 305 | 193 |1643 |1759 | 1.225238e+04 |      --      |    Inf 
  132s|  3700 |  1192 |446476 |4427k|  38 |  17 | 525 |1761 | 377 | 525 | 305 | 193 |1701 |1761 | 1.225262e+04 |      --      |    Inf 
  135s|  3800 |  1232 |459480 |4510k|  38 |  39 | 525 |1774 | 884 | 525 | 305 | 193 |1732 |1765 | 1.225262e+04 |      --      |    Inf 
  138s|  3900 |  1265 |469748 |4588k|  38 |  13 | 525 |1792 | 682 | 525 | 305 | 193 |1774 |1787 | 1.225262e+04 |      --      |    Inf 
  140s|  4000 |  1288 |477238 |4640k|  38 |  34 | 525 |1835 | 677 | 525 | 305 | 193 |1839 |1810 | 1.225299e+04 |      --      |    Inf 
  145s|  4100 |  1321 |493974 |4688k|  38 |   - | 525 |1862 | 643 |   0 |   0 | 193 |1901 |1849 | 1.225301e+04 |      --      |    Inf 
  147s|  4200 |  1349 |503647 |4766k|  38 |  10 | 525 |1893 | 595 | 525 | 305 | 193 |1962 |1877 | 1.225356e+04 |      --      |    Inf 
  150s|  4300 |  1381 |514837 |4820k|  38 |   - | 525 |1887 | 776 |   0 |   0 | 193 |1997 |1909 | 1.225358e+04 |      --      |    Inf 
  153s|  4400 |  1407 |526511 |4879k|  38 |  47 | 525 |1907 |1203 | 525 | 305 | 193 |2048 |1918 | 1.225358e+04 |      --      |    Inf 
  155s|  4500 |  1442 |537013 |4946k|  38 |  35 | 525 |1917 | 532 | 525 | 305 | 193 |2094 |1922 | 1.225369e+04 |      --      |    Inf 
  158s|  4600 |  1467 |555287 |5041k|  38 |   - | 525 |1930 | 617 |   0 |   0 | 193 |2159 |1925 | 1.225380e+04 |      --      |    Inf 
  162s|  4700 |  1495 |567736 |5087k|  38 |  29 | 525 |1933 | 329 | 525 | 305 | 193 |2208 |1933 | 1.225382e+04 |      --      |    Inf 
  163s|  4800 |  1520 |574896 |5157k|  38 |   5 | 525 |1959 | 216 | 525 | 305 | 193 |2270 |1935 | 1.225391e+04 |      --      |    Inf 
 time | node  | left  |LP iter| mem |mdpt |frac |vars |cons |ccons|cols |rows |cuts |confs|strbr|  dualbound   | primalbound  |  gap   
  165s|  4900 |  1553 |584894 |5231k|  38 |  41 | 525 |1949 |1089 | 525 | 305 | 193 |2302 |1935 | 1.225395e+04 |      --      |    Inf 
  168s|  5000 |  1582 |599457 |5292k|  38 |  26 | 525 |1955 | 678 | 525 | 305 | 193 |2354 |1935 | 1.225395e+04 |      --      |    Inf 
  171s|  5100 |  1628 |609778 |5357k|  38 |  38 | 525 |1937 | 939 | 525 | 305 | 193 |2377 |1937 | 1.225429e+04 |      --      |    Inf 
  173s|  5200 |  1658 |618772 |5431k|  38 |  31 | 525 |1942 | 491 | 525 | 305 | 193 |2415 |1938 | 1.225442e+04 |      --      |    Inf 
  175s|  5300 |  1675 |627526 |5511k|  38 |  52 | 525 |1939 | 979 | 525 | 305 | 193 |2460 |1939 | 1.225454e+04 |      --      |    Inf 
  176s|  5400 |  1707 |637088 |5573k|  38 |  13 | 525 |1937 | 697 | 525 | 305 | 193 |2496 |1940 | 1.225459e+04 |      --      |    Inf 
  178s|  5500 |  1728 |643973 |5620k|  38 |  43 | 525 |1951 | 830 | 525 | 305 | 193 |2539 |1940 | 1.225459e+04 |      --      |    Inf 
  180s|  5600 |  1745 |653059 |5664k|  38 |   - | 525 |1965 | 527 |   0 |   0 | 193 |2595 |1941 | 1.225459e+04 |      --      |    Inf 
  182s|  5700 |  1767 |662822 |5727k|  38 |   - | 525 |1979 | 557 | 525 | 305 | 193 |2654 |1941 | 1.225459e+04 |      --      |    Inf 
  184s|  5800 |  1793 |673332 |5793k|  40 |  66 | 525 |1964 |1168 | 525 | 305 | 193 |2691 |1941 | 1.225463e+04 |      --      |    Inf 
  188s|  5900 |  1836 |689778 |5893k|  40 |   - | 525 |1954 | 838 |   0 |   0 | 193 |2729 |1941 | 1.225507e+04 |      --      |    Inf 
  190s|  6000 |  1864 |698331 |5985k|  40 |   - | 525 |1989 | 293 |   0 |   0 | 193 |2794 |1941 | 1.225507e+04 |      --      |    Inf 
  192s|  6100 |  1890 |711797 |6058k|  40 |   - | 525 |2001 | 783 | 525 | 305 | 193 |2852 |1941 | 1.225507e+04 |      --      |    Inf 
  197s|  6200 |  1923 |725840 |6136k|  40 |  55 | 525 |1996 | 958 | 525 | 305 | 193 |2902 |1942 | 1.225510e+04 |      --      |    Inf 
  199s|  6300 |  1944 |737225 |6201k|  40 |  32 | 525 |1994 | 571 | 525 | 305 | 193 |2947 |1942 | 1.225510e+04 |      --      |    Inf 
 time | node  | left  |LP iter| mem |mdpt |frac |vars |cons |ccons|cols |rows |cuts |confs|strbr|  dualbound   | primalbound  |  gap   
  202s|  6400 |  1957 |750592 |6269k|  40 |  39 | 525 |1998 | 619 | 525 | 305 | 193 |3011 |1944 | 1.225512e+04 |      --      |    Inf 
  205s|  6500 |  1969 |763487 |6312k|  40 |   - | 525 |1979 | 644 |   0 |   0 | 193 |3050 |1944 | 1.225512e+04 |      --      |    Inf 
  207s|  6600 |  1992 |772051 |6378k|  40 |  26 | 525 |1977 | 305 | 525 | 305 | 193 |3110 |1946 | 1.225512e+04 |      --      |    Inf 
  209s|  6700 |  2012 |783785 |6425k|  40 |   - | 525 |1979 | 342 |   0 |   0 | 193 |3155 |1946 | 1.225512e+04 |      --      |    Inf 
  211s|  6800 |  2039 |793593 |6490k|  40 |   - | 525 |1975 | 193 |   0 |   0 | 193 |3206 |1957 | 1.225528e+04 |      --      |    Inf 
  213s|  6900 |  2058 |801859 |6530k|  49 |   9 | 525 |1958 | 253 | 525 | 305 | 193 |3264 |1969 | 1.225528e+04 |      --      |    Inf 
  216s|  7000 |  2079 |813073 |6590k|  49 |   - | 525 |1924 | 463 | 525 | 305 | 193 |3294 |1996 | 1.225541e+04 |      --      |    Inf 
  219s|  7100 |  2107 |825338 |6648k|  49 |  11 | 525 |1909 | 423 | 525 | 305 | 193 |3365 |2026 | 1.225541e+04 |      --      |    Inf 
  222s|  7200 |  2129 |836899 |6705k|  49 |  11 | 525 |1875 | 178 | 525 | 305 | 193 |3406 |2044 | 1.225541e+04 |      --      |    Inf 
  225s|  7300 |  2144 |847831 |6737k|  49 |  30 | 525 |1843 | 472 | 525 | 305 | 193 |3445 |2066 | 1.225541e+04 |      --      |    Inf 
  227s|  7400 |  2168 |859893 |6784k|  49 |  21 | 525 |1820 | 413 | 525 | 305 | 193 |3480 |2086 | 1.225541e+04 |      --      |    Inf 
  231s|  7500 |  2181 |873020 |6814k|  49 |   - | 525 |1803 | 365 |   0 |   0 | 193 |3558 |2092 | 1.225541e+04 |      --      |    Inf 
  233s|  7600 |  2211 |883839 |6878k|  49 |   4 | 525 |1787 | 136 | 525 | 305 | 193 |3606 |2096 | 1.225544e+04 |      --      |    Inf 
  236s|  7700 |  2245 |896666 |6942k|  49 |  53 | 525 |1745 | 883 | 525 | 305 | 193 |3641 |2096 | 1.225544e+04 |      --      |    Inf 
  240s|  7800 |  2277 |910499 |6989k|  49 |  21 | 525 |1732 | 223 | 525 | 305 | 193 |3684 |2100 | 1.225561e+04 |      --      |    Inf 
 time | node  | left  |LP iter| mem |mdpt |frac |vars |cons |ccons|cols |rows |cuts |confs|strbr|  dualbound   | primalbound  |  gap   
  242s|  7900 |  2305 |922008 |7056k|  49 |   - | 525 |1719 | 364 |   0 |   0 | 193 |3722 |2116 | 1.225561e+04 |      --      |    Inf 
  245s|  8000 |  2331 |935043 |7094k|  49 |   - | 525 |1714 | 577 |   0 |   0 | 193 |3787 |2147 | 1.225565e+04 |      --      |    Inf 
  247s|  8100 |  2341 |944237 |7157k|  49 |  49 | 525 |1702 | 685 | 525 | 305 | 193 |3842 |2148 | 1.225565e+04 |      --      |    Inf 
  251s|  8200 |  2368 |956368 |7217k|  49 |   - | 525 |1680 | 281 |   0 |   0 | 193 |3890 |2178 | 1.225574e+04 |      --      |    Inf 
  254s|  8300 |  2390 |969748 |7276k|  49 |  19 | 525 |1672 | 413 | 525 | 305 | 193 |3921 |2201 | 1.225575e+04 |      --      |    Inf 
  260s|  8400 |  2425 |987736 |7345k|  49 |  44 | 525 |1644 | 785 | 525 | 305 | 193 |3974 |2232 | 1.225576e+04 |      --      |    Inf 
  265s|  8500 |  2438 |  1006k|7387k|  49 |  15 | 525 |1630 | 201 | 525 | 305 | 193 |4004 |2249 | 1.225576e+04 |      --      |    Inf 
  267s|  8600 |  2462 |  1016k|7455k|  49 |   - | 525 |1614 | 507 |   0 |   0 | 193 |4050 |2263 | 1.225579e+04 |      --      |    Inf 
  270s|  8700 |  2491 |  1027k|7494k|  49 |  34 | 525 |1590 | 634 | 525 | 305 | 193 |4093 |2269 | 1.225579e+04 |      --      |    Inf 
  273s|  8800 |  2522 |  1042k|7547k|  49 |  59 | 525 |1577 | 636 | 525 | 305 | 193 |4156 |2273 | 1.225587e+04 |      --      |    Inf 
  275s|  8900 |  2543 |  1054k|7573k|  49 |  33 | 525 |1510 | 483 | 525 | 305 | 193 |4196 |2275 | 1.225588e+04 |      --      |    Inf 
  277s|  9000 |  2570 |  1063k|7640k|  49 |   - | 525 |1494 | 399 |   0 |   0 | 193 |4239 |2275 | 1.225588e+04 |      --      |    Inf 
  281s|  9100 |  2593 |  1077k|7676k|  49 |  35 | 525 |1490 | 475 | 525 | 305 | 193 |4282 |2275 | 1.225592e+04 |      --      |    Inf 
  286s|  9200 |  2617 |  1092k|7760k|  49 |   - | 525 |1473 | 160 |   0 |   0 | 193 |4322 |2318 | 1.225601e+04 |      --      |    Inf 
  289s|  9300 |  2646 |  1104k|7804k|  49 |  62 | 525 |1464 | 973 | 525 | 305 | 193 |4379 |2334 | 1.225605e+04 |      --      |    Inf 
 time | node  | left  |LP iter| mem |mdpt |frac |vars |cons |ccons|cols |rows |cuts |confs|strbr|  dualbound   | primalbound  |  gap   
  291s|  9400 |  2669 |  1116k|7856k|  49 |   - | 525 |1453 | 380 | 525 | 305 | 193 |4423 |2354 | 1.225605e+04 |      --      |    Inf 
  295s|  9500 |  2694 |  1128k|7906k|  49 |   - | 525 |1433 | 155 |   0 |   0 | 193 |4472 |2378 | 1.225615e+04 |      --      |    Inf 
  297s|  9600 |  2726 |  1139k|7970k|  49 |   - | 525 |1421 | 199 | 525 | 305 | 193 |4512 |2396 | 1.225620e+04 |      --      |    Inf 
  300s|  9700 |  2763 |  1151k|8022k|  49 |  69 | 525 |1420 | 916 | 525 | 305 | 193 |4563 |2416 | 1.225652e+04 |      --      |    Inf 
  302s|  9800 |  2782 |  1160k|8058k|  49 |   - | 525 |1426 | 208 |   0 |   0 | 193 |4625 |2429 | 1.225652e+04 |      --      |    Inf 
  305s|  9900 |  2816 |  1171k|8114k|  49 |  36 | 525 |1409 | 495 | 525 | 305 | 193 |4680 |2437 | 1.225658e+04 |      --      |    Inf 
  307s| 10000 |  2845 |  1182k|8174k|  49 |   - | 525 |1406 | 419 | 525 | 305 | 193 |4724 |2440 | 1.225661e+04 |      --      |    Inf 
  310s| 10100 |  2867 |  1198k|8220k|  49 |  51 | 525 |1371 | 453 | 525 | 305 | 193 |4798 |2442 | 1.225662e+04 |      --      |    Inf 
  314s| 10200 |  2880 |  1212k|8255k|  49 |   - | 525 |1376 | 380 |   0 |   0 | 193 |4862 |2444 | 1.225662e+04 |      --      |    Inf 
  316s| 10300 |  2899 |  1224k|8301k|  49 |   - | 525 |1371 | 207 |   0 |   0 | 193 |4913 |2444 | 1.225669e+04 |      --      |    Inf 
  318s| 10400 |  2921 |  1232k|8353k|  49 |   - | 525 |1349 | 224 |   0 |   0 | 193 |4947 |2445 | 1.225673e+04 |      --      |    Inf 
  321s| 10500 |  2947 |  1245k|8400k|  49 |   - | 525 |1337 | 327 | 525 | 305 | 193 |4994 |2455 | 1.225680e+04 |      --      |    Inf 
  325s| 10600 |  2982 |  1259k|8462k|  49 |   - | 525 |1339 | 147 |   0 |   0 | 193 |5036 |2492 | 1.225683e+04 |      --      |    Inf 
  327s| 10700 |  3020 |  1268k|8520k|  49 |  28 | 525 |1344 | 327 | 525 | 305 | 193 |5098 |2510 | 1.225687e+04 |      --      |    Inf 
  329s| 10800 |  3036 |  1277k|8580k|  49 |   - | 525 |1338 | 249 |   0 |   0 | 193 |5155 |2525 | 1.225695e+04 |      --      |    Inf 
 time | node  | left  |LP iter| mem |mdpt |frac |vars |cons |ccons|cols |rows |cuts |confs|strbr|  dualbound   | primalbound  |  gap   
  332s| 10900 |  3059 |  1289k|8621k|  49 |  16 | 525 |1315 | 557 | 525 | 305 | 193 |5193 |2544 | 1.225699e+04 |      --      |    Inf 
  334s| 11000 |  3092 |  1298k|8706k|  49 |  46 | 525 |1319 | 637 | 525 | 305 | 193 |5233 |2557 | 1.225709e+04 |      --      |    Inf 
  337s| 11100 |  3123 |  1313k|8782k|  49 |  28 | 525 |1324 | 509 | 525 | 305 | 193 |5286 |2583 | 1.225709e+04 |      --      |    Inf 
  340s| 11200 |  3144 |  1323k|8834k|  49 |  27 | 525 |1320 | 560 | 525 | 305 | 193 |5331 |2599 | 1.225710e+04 |      --      |    Inf 
  343s| 11300 |  3169 |  1335k|8906k|  49 |   - | 525 |1302 | 207 | 525 | 305 | 193 |5372 |2605 | 1.225710e+04 |      --      |    Inf 
  345s| 11400 |  3205 |  1345k|8957k|  49 |  17 | 525 |1262 | 374 | 525 | 305 | 193 |5413 |2608 | 1.225710e+04 |      --      |    Inf 
  347s| 11500 |  3243 |  1356k|9024k|  49 |  11 | 525 |1255 | 258 | 525 | 305 | 193 |5444 |2612 | 1.225721e+04 |      --      |    Inf 
  353s| 11600 |  3265 |  1384k|9078k|  49 |  36 | 525 |1213 | 738 | 525 | 305 | 193 |5496 |2612 | 1.225721e+04 |      --      |    Inf 
  355s| 11700 |  3301 |  1396k|9126k|  49 |  25 | 525 |1201 | 367 | 525 | 305 | 193 |5532 |2612 | 1.225721e+04 |      --      |    Inf 
  358s| 11800 |  3330 |  1412k|9193k|  49 |   - | 525 |1179 | 281 | 525 | 305 | 193 |5573 |2612 | 1.225723e+04 |      --      |    Inf 
  362s| 11900 |  3366 |  1428k|9245k|  49 |  55 | 525 |1155 | 528 | 525 | 305 | 193 |5604 |2638 | 1.225723e+04 |      --      |    Inf 
  364s| 12000 |  3389 |  1440k|9324k|  49 |   - | 525 |1171 | 211 |   0 |   0 | 193 |5673 |2653 | 1.225723e+04 |      --      |    Inf 
  366s| 12100 |  3423 |  1449k|9423k|  49 |   - | 525 |1177 | 260 | 525 | 305 | 193 |5736 |2661 | 1.225725e+04 |      --      |    Inf 
  368s| 12200 |  3445 |  1457k|9477k|  49 |   - | 525 |1169 | 235 |   0 |   0 | 193 |5783 |2688 | 1.225726e+04 |      --      |    Inf 
  372s| 12300 |  3471 |  1472k|9506k|  49 |  26 | 525 |1168 | 277 | 525 | 305 | 193 |5837 |2698 | 1.225726e+04 |      --      |    Inf 
 time | node  | left  |LP iter| mem |mdpt |frac |vars |cons |ccons|cols |rows |cuts |confs|strbr|  dualbound   | primalbound  |  gap   
  375s| 12400 |  3477 |  1487k|9529k|  49 |  16 | 525 |1141 | 197 | 525 | 305 | 193 |5876 |2727 | 1.225726e+04 |      --      |    Inf 
  377s| 12500 |  3486 |  1495k|9561k|  49 |   - | 525 |1123 | 470 | 525 | 305 | 193 |5925 |2737 | 1.225726e+04 |      --      |    Inf 
  380s| 12600 |  3506 |  1506k|9586k|  49 |  50 | 525 |1093 | 301 | 525 | 305 | 193 |5968 |2749 | 1.225729e+04 |      --      |    Inf 
  382s| 12700 |  3537 |  1517k|9649k|  49 |   - | 525 |1085 | 451 | 525 | 305 | 193 |5998 |2753 | 1.225731e+04 |      --      |    Inf 
